Date,Open,High,Low,Close,Volume
2005-09-29,3.5243,3.5629,3.4757,3.4857,9803206
2005-09-30,3.5114,3.8071,3.4871,3.7129,24983007
2005-10-03,3.7114,3.8243,3.7071,3.8057,9155335
2005-10-04,3.8657,3.9914,3.8386,3.8557,14857759
2005-10-05,3.8171,3.8214,3.6957,3.7129,10741738
2005-10-06,3.6857,3.7486,3.6229,3.6686,6325648
2005-10-07,3.73,3.9714,3.7057,3.8929,13815592
2005-10-10,3.9143,4.1414,3.9029,4.0986,17175571
2005-10-11,4.1429,4.1786,3.9657,4.03,13191787
2005-10-12,4.0243,4.1071,3.86,3.93,8056160
2005-10-13,3.9343,4,3.8343,3.9857,7622685
2005-10-14,4.0571,4.1114,3.9143,4.1086,6228446
2005-10-17,4.1143,4.1714,4.0357,4.1571,5893587
2005-10-18,4.1714,4.2129,3.91,3.9214,10774855
2005-10-19,3.8729,4.0714,3.8086,4.05,12477766
2005-10-20,3.8929,3.9571,3.6543,3.6614,23021698
2005-10-21,3.7014,3.7943,3.7,3.7357,12807158
2005-10-24,3.7829,3.8929,3.75,3.8529,13886915
2005-10-25,3.8414,3.9457,3.8257,3.9157,7313320
2005-10-26,3.8857,3.9143,3.4014,3.5686,24476032
2005-10-27,3.6743,3.7429,3.5329,3.7,20300539
2005-10-28,3.7329,3.7871,3.63,3.7543,11093012
2005-10-31,3.6786,3.8043,3.6571,3.7729,9712087
2005-11-01,3.72,3.7857,3.6586,3.6686,7215096
2005-11-02,3.6329,3.9043,3.6329,3.8743,12690580
2005-11-03,3.9129,4.0229,3.7614,3.8686,29424514
2005-11-04,3.8714,3.9643,3.8457,3.9414,7023506
2005-11-07,3.9557,3.99,3.9243,3.9729,4860331
2005-11-08,4,4.1857,3.9929,4.08,15790075
2005-11-09,4.0857,4.1,3.9757,4.0214,7617932
2005-11-10,4.2143,4.3214,4.1914,4.2214,25070220
2005-11-11,4.2214,4.2971,4.14,4.2957,8764868
2005-11-14,4.3,4.3,4.1157,4.1457,6177108
2005-11-15,4.1357,4.1429,3.98,3.9929,8719725
2005-11-16,4.0043,4.0486,3.89,3.9629,8299683
2005-11-17,3.9786,4.1214,3.97,4.1071,6850809
2005-11-18,4.1414,4.1786,3.9571,4.06,8668653
2005-11-21,4.04,4.1371,3.9714,4.1014,6076427
2005-11-22,4.0657,4.2129,4.0643,4.1714,4936127
2005-11-23,4.1457,4.2229,4.1386,4.1457,6227459
2005-11-25,4.1457,4.1843,4.1271,4.1786,1493632
2005-11-28,4.0714,4.0857,3.9286,3.94,10572401
2005-11-29,3.9314,4,3.8157,3.8571,6436969
2005-11-30,3.8614,3.9857,3.8486,3.9343,6079059
2005-12-01,3.9643,3.9771,3.8643,3.8729,4576516
2005-12-02,3.86,3.9686,3.8571,3.9557,5600714
2005-12-05,3.9286,3.99,3.9071,3.9571,4130707
2005-12-06,3.9571,4.01,3.9443,3.9643,4062758
2005-12-07,3.9614,4.0071,3.8857,3.9114,3868277
2005-12-08,3.8914,3.9357,3.89,3.9286,3062486
2005-12-09,3.8971,3.9357,3.6543,3.6771,12962663
2005-12-12,3.6786,3.6914,3.4414,3.5857,22176119
2005-12-13,3.4929,3.57,3.4157,3.4357,13146077
2005-12-14,3.4543,3.5143,3.22,3.49,27002038
2005-12-15,3.5714,3.71,3.4743,3.7057,21862064
2005-12-16,3.7343,3.8629,3.7171,3.7571,19578622
2005-12-19,3.7671,3.7671,3.6429,3.66,10207617
2005-12-20,3.6571,3.6814,3.5671,3.5871,5735723
2005-12-21,3.7757,3.9371,3.74,3.9129,22872822
2005-12-22,3.9457,3.9643,3.8757,3.9429,6983039
2005-12-23,3.9357,3.9671,3.9157,3.9614,3276966
2005-12-27,3.97,3.9714,3.8043,3.8543,6647081
2005-12-28,3.8614,3.94,3.86,3.8857,4174793
2005-12-29,3.8829,3.9086,3.8486,3.8929,3622052
2005-12-30,3.8671,3.9,3.85,3.8657,3440388
2006-01-03,3.8643,3.8743,3.5886,3.7214,15659406
2006-01-04,3.6429,3.68,3.5171,3.5714,15950494
2006-01-05,3.5529,3.5786,3.5357,3.5614,8124011
2006-01-06,3.5586,3.6486,3.5471,3.5757,8539692
2006-01-09,3.5714,3.6071,3.5,3.5714,8084860
2006-01-10,3.5557,3.6357,3.5457,3.6329,7893711
2006-01-11,3.6214,3.6929,3.5357,3.55,8748180
2006-01-12,3.54,3.69,3.5143,3.6743,11428326
2006-01-13,3.66,3.6971,3.6343,3.6514,6005321
2006-01-17,3.6157,3.7,3.56,3.68,7396172
2006-01-18,3.6443,3.6586,3.5314,3.55,5745264
2006-01-19,3.5486,3.6757,3.5371,3.6314,8391831
2006-01-20,3.55,3.6286,3.3529,3.3529,13718712
2006-01-23,3.3714,3.4343,3.2986,3.3257,9058161
2006-01-24,3.3471,3.5357,3.3471,3.5343,38150077
2006-01-25,4.0829,4.2743,3.9971,4.0843,72379482
2006-01-26,4.0729,4.15,4.0714,4.1429,17525032
2006-01-27,4.0729,4.0857,3.8957,3.9743,20805561
2006-01-30,4.0029,4.0143,3.9129,3.9429,14702359
2006-01-31,3.9357,3.9986,3.8843,3.9357,13813464
2006-02-01,3.9071,3.9286,3.7857,3.8729,11253816
2006-02-02,3.8643,3.9214,3.6743,3.7286,18517282
2006-02-03,3.7143,3.7529,3.6214,3.73,9206932
2006-02-06,3.75,3.7557,3.6686,3.7543,8973622
2006-02-07,3.77,3.78,3.6786,3.7029,7442197
2006-02-08,3.6957,3.7186,3.5729,3.5914,12097666
2006-02-09,3.5729,3.61,3.4943,3.5114,10282888
2006-02-10,3.5214,3.6771,3.4843,3.6329,10423231
2006-02-13,3.6371,3.6386,3.5714,3.6043,7715078
2006-02-14,3.5714,3.5857,3.4271,3.5129,11390827
2006-02-15,3.4929,3.6071,3.4929,3.5643,9584309
2006-02-16,3.5543,3.6314,3.5543,3.5929,4835012
2006-02-17,3.5843,3.6071,3.5629,3.5686,4439456
2006-02-21,3.6,3.6771,3.5814,3.6771,8023862
2006-02-22,3.6786,3.7929,3.6714,3.7671,8133188
2006-02-23,3.7543,3.7543,3.6,3.6729,8909607
2006-02-24,3.6643,3.7314,3.6429,3.7114,4199083
2006-02-27,3.7486,3.7914,3.7371,3.79,5585244
2006-02-28,3.79,3.84,3.65,3.83,7470736
2006-03-01,3.83,3.8457,3.7129,3.8357,6354859
2006-03-02,3.8071,3.8743,3.7686,3.83,4097149
2006-03-03,3.8,3.8529,3.7886,3.8229,4021493
2006-03-06,3.84,3.84,3.6143,3.66,9735222
2006-03-07,3.6386,3.6943,3.5586,3.6371,6045606
2006-03-08,3.6429,3.6486,3.5729,3.59,4603774
2006-03-09,3.5871,3.6814,3.58,3.6071,5110091
2006-03-10,3.5871,3.6857,3.5214,3.65,7048118
2006-03-13,3.5814,3.6371,3.5743,3.5857,6333453
2006-03-14,3.5786,3.6586,3.5543,3.6314,3807636
2006-03-15,3.6029,3.6186,3.5571,3.5871,3675168
2006-03-16,3.5786,3.6643,3.5757,3.6386,3471258
2006-03-17,3.6457,3.7771,3.59,3.7386,9793896
2006-03-20,3.7643,3.95,3.7571,3.8686,9045610
2006-03-21,3.8929,3.9643,3.85,3.8814,5661901
2006-03-22,3.8671,4.0214,3.8643,4.0071,7184058
2006-03-23,4.0114,4.0929,3.9286,4.0414,7041167
2006-03-24,4.0243,4.1,4.0043,4.0957,3468059
2006-03-27,4.0571,4.1571,4.0371,4.1271,5318950
2006-03-28,4.1414,4.1429,3.9357,4.0043,8407203
2006-03-29,4.0186,4.2,3.9929,4.1729,7978019
2006-03-30,4.1586,4.1929,4.0157,4.0914,6499003
2006-03-31,4.0714,4.1586,4.0714,4.1414,3921260
2006-04-03,4.1414,4.1486,3.9971,4.0186,8521541
2006-04-04,4.0071,4.0214,3.8943,3.9157,11986758
2006-04-05,3.85,4.1286,3.8386,4.0943,14876876
2006-04-06,4.0829,4.0886,3.9929,4.0357,6433371
2006-04-07,4.0357,4.16,3.9514,3.9914,4972723
2006-04-10,3.9857,4.0886,3.9657,4.0357,5164740
2006-04-11,4.0571,4.0886,3.9771,4.0743,8251467
2006-04-12,4.0957,4.1557,4.05,4.1029,6859769
2006-04-13,4.0829,4.18,4.0786,4.17,5075728
2006-04-17,4.1429,4.1714,4.1071,4.1714,5381187
2006-04-18,4.18,4.2671,4.1271,4.2571,8469181
2006-04-19,4.2529,4.5357,4.1857,4.44,19187049
2006-04-20,4.4371,4.4714,4.29,4.4443,8886521
2006-04-21,4.4343,4.47,4.3414,4.4,9217621
2006-04-24,4.4057,4.5329,4.3014,4.4629,31195234
2006-04-25,4.7157,4.7314,4.4571,4.5257,27640795
2006-04-26,4.5186,4.5714,4.4229,4.4971,14473956
2006-04-27,4.5414,4.6143,4.4414,4.47,6517301
2006-04-28,4.2757,4.3986,4.2286,4.2343,15372588
2006-05-01,4.2657,4.3,4.2214,4.2286,10093923
2006-05-02,4.2286,4.34,4.2157,4.3143,9424611
2006-05-03,4.32,4.3214,4.23,4.2443,8360996
2006-05-04,4.23,4.2929,4.2229,4.2843,3287767
2006-05-05,4.2771,4.3471,4.2686,4.3286,4868955
2006-05-08,4.3271,4.3471,4.2714,4.2857,4604544
2006-05-09,4.4586,4.5971,4.3714,4.3886,15789585
2006-05-10,4.39,4.4743,4.3357,4.4157,6365695
2006-05-11,4.4029,4.4314,4.2157,4.2514,10656828
2006-05-12,4.25,4.25,4.1457,4.2271,6465221
2006-05-15,4.1929,4.2386,4.0043,4.0643,7120995
2006-05-16,4.0714,4.1943,4.0586,4.0943,6390475
2006-05-17,4.1014,4.1157,4.0086,4.0129,6199130
2006-05-18,4.0057,4.1014,3.9557,3.9586,4594373
2006-05-19,3.95,4.0586,3.9486,3.9814,5384162
2006-05-22,3.9629,4.03,3.9143,4,7256291
2006-05-23,4.0343,4.1314,3.9586,3.99,6095460
2006-05-24,3.9714,4.0286,3.8314,3.9914,7156051
2006-05-25,3.9929,4.1071,3.99,4.1071,5468708
2006-05-26,4.1143,4.1571,4.0614,4.1186,3797122
2006-05-30,4.0971,4.1414,3.9286,3.9286,5427982
2006-05-31,3.9543,4.0529,3.9257,3.9557,8330721
2006-06-01,3.9457,4.0729,3.9457,4.0729,4216205
2006-06-02,4.0714,4.1086,3.9714,3.9929,3878714
2006-06-05,3.9671,4.0386,3.8571,3.8971,6418202
2006-06-06,3.9129,3.9129,3.8,3.8414,8615642
2006-06-07,3.8414,3.89,3.7514,3.7714,9676646
2006-06-08,3.7386,3.9857,3.6857,3.9686,16986977
2006-06-09,3.9757,3.9786,3.8714,3.9329,8462419
2006-06-12,3.9186,3.9357,3.81,3.8686,7515004
2006-06-13,3.8429,4,3.8429,3.9343,10832493
2006-06-14,3.9571,4.0286,3.9071,3.9986,6213634
2006-06-15,4.0029,4.0629,3.8814,3.9571,8722539
2006-06-16,3.9514,3.96,3.8471,3.8743,8565270
2006-06-19,3.9057,4.0243,3.8657,4.0029,8586193
2006-06-20,3.9486,3.9629,3.8271,3.8686,16476670
2006-06-21,3.8886,3.8971,3.7914,3.8814,10173597
2006-06-22,4.0071,4.07,3.8957,3.9529,10064859
2006-06-23,3.93,3.96,3.8929,3.9057,3780056
2006-06-26,3.9243,4.0071,3.9243,3.9571,4005428
2006-06-27,3.9657,3.9743,3.8386,3.8443,5217016
2006-06-28,3.8743,3.8757,3.7529,3.7943,5619292
2006-06-29,3.8,3.8943,3.7986,3.88,5513536
2006-06-30,3.8929,3.9314,3.7857,3.8871,7092386
2006-07-03,3.9086,3.9371,3.8643,3.8914,2731358
2006-07-05,3.8543,3.87,3.7757,3.8057,4793782
2006-07-06,3.7957,3.8386,3.7786,3.8029,3276602
2006-07-07,3.7957,3.8457,3.7143,3.8071,5060013
2006-07-10,3.8229,3.8271,3.7386,3.7786,3128636
2006-07-11,3.7471,3.7757,3.5529,3.6186,19477353
2006-07-12,3.6229,3.6271,3.4986,3.5129,6599194
2006-07-13,3.48,3.6214,3.4714,3.5571,9004513
2006-07-14,3.5429,3.5614,3.4129,3.4557,8574594
2006-07-17,3.4286,3.5114,3.3514,3.4014,6464661
2006-07-18,3.3971,3.41,3.2571,3.3429,16231327
2006-07-19,3.3271,3.39,3.2729,3.3843,12171075
2006-07-20,3.3871,3.4443,3.3271,3.3357,7718627
2006-07-21,3.3243,3.3443,3.2814,3.2929,8185919
2006-07-24,3.2957,3.4071,3.1971,3.3943,24916710
2006-07-25,2.7129,2.7629,2.6557,2.6829,106640359
2006-07-26,2.7357,2.7429,2.7014,2.7186,23380161
2006-07-27,2.7571,3.0643,2.75,2.8886,22501808
2006-07-28,2.8886,3.0257,2.8843,2.9786,10546879
2006-07-31,2.9857,2.9857,2.9286,2.9557,8389976
2006-08-01,2.9629,3.01,2.9014,2.9286,13614713
2006-08-02,2.9714,3.05,2.9586,2.9771,11227062
2006-08-03,2.9643,2.9643,2.8714,2.9129,13386940
2006-08-04,2.94,3.1071,2.9357,2.9943,17391773
2006-08-07,3,3.0071,2.9214,2.9543,6341230
2006-08-08,2.9714,2.9714,2.89,2.9,6970502
2006-08-09,2.9143,2.9386,2.8714,2.88,6596205
2006-08-10,2.86,2.8857,2.8314,2.8786,7313621
2006-08-11,2.8829,2.8843,2.8243,2.84,6277747
2006-08-14,2.8429,2.8586,2.8343,2.8443,5253514
2006-08-15,2.8629,2.9,2.83,2.85,6463030
2006-08-16,2.86,2.8771,2.7957,2.8243,10454199
2006-08-17,2.8,2.9514,2.7986,2.8614,9569105
2006-08-18,2.8714,2.89,2.8243,2.8357,5793326
2006-08-21,2.8414,2.8457,2.7314,2.7886,9547853
2006-08-22,2.7714,2.7843,2.6657,2.6771,12518604
2006-08-23,2.6786,2.6914,2.5886,2.6686,13015968
2006-08-24,2.66,2.6857,2.6014,2.6529,7632051
2006-08-25,2.6386,2.6914,2.6229,2.6743,7110348
2006-08-28,2.6957,2.7886,2.6943,2.75,9012598
2006-08-29,2.7614,2.7814,2.7343,2.7657,6969529
2006-08-30,2.7843,2.8843,2.77,2.87,7435708
2006-08-31,2.8857,2.8886,2.8443,2.86,8188642
2006-09-01,2.8614,2.8957,2.85,2.86,5992959
2006-09-05,2.8743,2.8914,2.8429,2.89,4260781
2006-09-06,2.9786,3.0986,2.9643,3.0029,20215755
2006-09-07,2.98,2.98,2.8971,2.9029,9783788
2006-09-08,2.8914,2.9514,2.8643,2.8914,5730977
2006-09-11,2.8586,2.9786,2.8586,2.9457,6344947
2006-09-12,2.9529,3.1229,2.9486,3.1071,15677760
2006-09-13,3.0714,3.2014,3.0643,3.18,9624839
2006-09-14,3.1614,3.2229,3.1614,3.2114,4984987
2006-09-15,3.2357,3.2743,3.2129,3.2457,9601683
2006-09-18,3.2643,3.2843,3.1757,3.19,8449434
2006-09-19,3.1786,3.2371,3.1,3.1357,13533044
2006-09-20,3.1671,3.2214,3.1614,3.21,4520593
2006-09-21,3.2057,3.3629,3.2029,3.2757,7474250
2006-09-22,3.2771,3.3,3.21,3.2871,4982775
2006-09-25,3.3257,3.3286,3.2729,3.3,4503842
2006-09-26,3.3214,3.3286,3.2757,3.2829,3538661
2006-09-27,3.2857,3.3557,3.2857,3.3129,4240348
2006-09-28,3.3214,3.3714,3.2729,3.3014,5581618
2006-09-29,3.3157,3.3557,3.2343,3.2543,9546656
2006-10-02,3.2557,3.3029,3.2429,3.2586,5057990
2006-10-03,3.2586,3.2957,3.1857,3.2914,7106533
2006-10-04,3.28,3.3386,3.2586,3.3143,5248782
2006-10-05,3.3357,3.4271,3.2971,3.4071,5028835
2006-10-06,3.4071,3.4586,3.3786,3.4443,4361483
2006-10-09,3.4557,3.4557,3.41,3.4286,2941106
2006-10-10,3.4414,3.4414,3.3543,3.3743,3579716
2006-10-11,3.3514,3.3957,3.2943,3.34,9110423
2006-10-12,3.3286,3.3657,3.3171,3.3443,5348679
2006-10-13,3.3629,3.37,3.3114,3.3143,4434801
2006-10-16,3.3343,3.34,3.3157,3.3171,7366219
2006-10-17,3.3143,3.3157,3.2229,3.2471,8241520
2006-10-18,3.2571,3.2771,3.1829,3.1986,5683461
2006-10-19,3.1829,3.2171,3.1614,3.1629,7921242
2006-10-20,3.16,3.1857,3.1357,3.1771,10822035
2006-10-23,3.1814,3.6571,3.15,3.2971,30695329
2006-10-24,3.9014,4.0143,3.8057,3.91,83849633
2006-10-25,3.9486,3.9943,3.89,3.9629,19513081
2006-10-26,3.9643,3.9829,3.8743,3.9643,11429572
2006-10-27,3.95,3.9986,3.9114,3.9414,13521487
2006-10-30,3.9529,3.9871,3.9214,3.9871,5997061
2006-10-31,4,4.0571,3.9214,3.9514,11613840
2006-11-01,3.9586,4.0257,3.9214,3.9357,9999437
2006-11-02,3.89,3.9057,3.7871,3.8143,11161255
2006-11-03,3.82,3.9171,3.7429,3.8143,8772862
2006-11-06,3.8286,3.9,3.8214,3.8943,6663461
2006-11-07,3.85,3.9771,3.84,3.9486,8931923
2006-11-08,3.9357,4.1386,3.9071,4.1257,15642781
2006-11-09,4.1186,4.2143,4.11,4.1314,14364119
2006-11-10,4.1514,4.2171,4.1343,4.1971,7763441
2006-11-13,4.22,4.2843,4.1871,4.2129,4729459
2006-11-14,4.2371,4.2386,4.1314,4.1557,6177983
2006-11-15,4.1443,4.26,4.12,4.25,8296015
2006-11-16,4.2429,4.25,4.1614,4.1814,4422166
2006-11-17,4.1814,4.1814,4.1214,4.1314,3577497
2006-11-20,4.1314,4.1971,4.1143,4.1543,2910173
2006-11-21,4.1786,4.2,4.1429,4.1814,3021368
2006-11-22,4.1943,4.2457,4.1671,4.2271,2942345
2006-11-24,4.1714,4.1957,4.1643,4.1943,1978368
2006-11-27,4.1729,4.1857,4.1243,4.1386,6035855
2006-11-28,4.1043,4.1429,4.0743,4.12,6203239
2006-11-29,4.1443,4.2014,4.1257,4.17,4333161
2006-11-30,4.1386,4.25,4.1343,4.1829,6511344
2006-12-01,4.1957,4.2857,4.1443,4.2086,6373675
2006-12-04,4.2,4.2071,4.13,4.1329,5097799
2006-12-05,4.1614,4.1829,4.0429,4.1414,6921593
2006-12-06,4.11,4.1357,4.0643,4.0686,3369436
2006-12-07,4.06,4.0743,3.95,3.9614,6400681
2006-12-08,3.9643,3.9843,3.8971,3.95,4632362
2006-12-11,4.0371,4.0857,3.9986,4.0671,7196868
2006-12-12,4.0671,4.0843,4.0271,4.0529,6169695
2006-12-13,4.0843,4.0957,4.0214,4.0571,2986697
2006-12-14,3.8571,4.0243,3.8271,3.9657,6943678
2006-12-15,3.9143,4.0114,3.9143,3.9429,4955447
2006-12-18,3.9429,3.9571,3.7957,3.8057,6940682
2006-12-19,3.79,3.8914,3.7429,3.8657,7106890
